date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:41:19	33636/33636	---M-Z	200	added ('OK')	text/html	etag:%22d1be3e0b950adc636256aa613277c45d-ssl-df%22	https://worldhappiness.report/news/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/index.html	(from https://worldhappiness.report/)
09:41:20	27839/27839	---MCZ	200	added ('OK')	text/html	etag:%222048dca58e44e89c94b5bd5ea21aaec5-ssl-df%22	https://worldhappiness.report/subscribe/	C:/My%20Web%20Sites/happysite/worldhappiness.report/subscribe/index.html	(from https://worldhappiness.report/)
09:41:20	22079/22079	---M-Z	200	added ('OK')	image/svg+xml	etag:%2242882b453b17aa43586135d1f3b38e2c-ssl-df%22	https://worldhappiness.report/assets/logos/sdsn.svg	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/logos/sdsn.svg	(from https://worldhappiness.report/)
09:41:21	193265/193265	---M-Z	200	added ('OK')	text/html	etag:%22eb91185f61d51fd6e6e05fbb7d5f76bd-ssl-df%22	https://worldhappiness.report/ed/2024/happiness-of-the-younger-the-older-and-those-in-between/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2024/happiness-of-the-younger-the-older-and-those-in-between/index.html	(from https://worldhappiness.report/)
09:41:21	42450/42450	---MCZ	200	added ('OK')	text/html	etag:%225ecc1757f3687afb7d81757abb434576-ssl-df%22	https://worldhappiness.report/ed/2024/happiness-and-age-summary/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2024/happiness-and-age-summary/index.html	(from https://worldhappiness.report/)
09:41:21	216056/216056	---MCZ	200	added ('OK')	text/html	etag:%22e707dfc14f08f8daa9c6448463289ac0-ssl-df%22	https://worldhappiness.report/ed/2024/child-and-adolescent-well-being-global-trends-challenges-and-opportunities/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2024/child-and-adolescent-well-being-global-trends-challenges-and-opportunities/index.html	(from https://worldhappiness.report/)
09:41:22	12152/12152	---M-Z	200	added ('OK')	image/svg+xml	etag:%2257101c4d83db8dd9289ad71e9fd0e621-ssl-df%22	https://worldhappiness.report/assets/logos/vse.svg	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/logos/vse.svg	(from https://worldhappiness.report/)
09:41:23	29100/29100	---M-Z	200	added ('OK')	text/html	etag:%222d9e248940f7a96257188609c17df3bd-ssl-df%22	https://worldhappiness.report/ed/2024/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2024/index.html	(from https://worldhappiness.report/)
09:41:23	141727/141727	---MCZ	200	added ('OK')	text/html	etag:%22e321ec1371c2b9cc2aac250a12099c03-ssl-df%22	https://worldhappiness.report/ed/2024/supporting-the-well-being-of-an-aging-global-population-associations-between-well-being-and-dementia/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2024/supporting-the-well-being-of-an-aging-global-population-associations-between-well-being-and-dementia/index.html	(from https://worldhappiness.report/)
09:41:23	136143/136143	---MCZ	200	added ('OK')	text/html	etag:%22aa73cbda4c03fce1f7f934f9f5382c0a-ssl-df%22	https://worldhappiness.report/ed/2024/differences-in-life-satisfaction-among-older-adults-in-india/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2024/differences-in-life-satisfaction-among-older-adults-in-india/index.html	(from https://worldhappiness.report/)
09:41:23	15540/15540	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b57335bf9a38d31960cad0f2cacefe65-ssl-df%22	https://worldhappiness.report/assets/logos/cep-logo.svg	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/logos/cep-logo.svg	(from https://worldhappiness.report/)
09:41:23	22184/22184	---MCZ	200	added ('OK')	text/html	etag:%2249f0b3e66491207681db938c9c8fdb8b-ssl-df%22	https://worldhappiness.report/news/a-latin-american-perspective-on-the-world-happiness-report-2024/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/a-latin-american-perspective-on-the-world-happiness-report-2024/index.html	(from https://worldhappiness.report/)
09:41:24	27844/27844	---MCZ	200	added ('OK')	text/html	etag:%22fb3a8f54cb18ed58031f2b3176d3704f-ssl-df%22	https://worldhappiness.report/news/world-happiness-report-2024-most-comprehensive-picture-yet-of-happiness-across-generations/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/world-happiness-report-2024-most-comprehensive-picture-yet-of-happiness-across-generations/index.html	(from https://worldhappiness.report/)
09:41:25	46630/46630	---M-Z	200	added ('OK')	image/svg+xml	etag:%22501867623ced0893f5a093d65b5f56f6-ssl-df%22	https://worldhappiness.report/assets/logos/csd.svg	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/logos/csd.svg	(from https://worldhappiness.report/)
09:41:27	22949/22949	---MCZ	200	added ('OK')	text/html	etag:%2246a88b3df0962f17d94469f791ac59cc-ssl-df%22	https://worldhappiness.report/news/join-the-asia-pacific-launch-to-discuss-findings-of-world-happiness-report-2024/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/join-the-asia-pacific-launch-to-discuss-findings-of-world-happiness-report-2024/index.html	(from https://worldhappiness.report/)
09:41:27	23256/23256	---M-Z	200	added ('OK')	text/html	etag:%222f31d2632f1eba4d8f594b594696d826-ssl-df%22	https://worldhappiness.report/news/book-club-with-jeffrey-sachs-a-conversation-with-richard-layard-and-jan-emmanuel-de-neve-on-wellbeing-science-and-policy/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/book-club-with-jeffrey-sachs-a-conversation-with-richard-layard-and-jan-emmanuel-de-neve-on-wellbeing-science-and-policy/index.html	(from https://worldhappiness.report/)
09:41:28	25133/25133	---MCZ	200	added ('OK')	text/html	etag:%22010afb15a5884f59ae05be2c91366003-ssl-df%22	https://worldhappiness.report/news/new-publishing-partnership-for-world-happiness-report/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/new-publishing-partnership-for-world-happiness-report/index.html	(from https://worldhappiness.report/)
09:41:29	6585/6585	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ec2fde7328be47244fefc8923c1fa881-ssl-df%22	https://worldhappiness.report/assets/logos/sfu.svg	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/logos/sfu.svg	(from https://worldhappiness.report/)
09:41:31	41029/41029	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ba6eb7d644669d0509634b3ae7d89bd4-ssl-df%22	https://worldhappiness.report/assets/logos/xjtlu.svg	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/logos/xjtlu.svg	(from https://worldhappiness.report/)
09:41:32	15216/15216	---M-Z	200	added ('OK')	image/svg+xml	etag:%22061c2cf5332edd0c90024117a929d3c7-ssl-df%22	https://worldhappiness.report/assets/logos/glico.svg	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/logos/glico.svg	(from https://worldhappiness.report/)
09:41:33	16366/16366	---M--	200	added ('OK')	image/png	etag:%22474cee47462a854bc05a6717df7dd1af-ssl%22	https://worldhappiness.report/assets/logos/katsuiku-foundation.png	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/logos/katsuiku-foundation.png	(from https://worldhappiness.report/)
09:41:34	3669/3669	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a057eb2a12fa76de6faa095ce9f0ca77-ssl-df%22	https://worldhappiness.report/assets/logos/blue-zones.svg	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/logos/blue-zones.svg	(from https://worldhappiness.report/)
09:41:36	7632/7632	---M-Z	200	added ('OK')	image/svg+xml	etag:%2224171cf3f7f22db17d3885835c09229e-ssl-df%22	https://worldhappiness.report/assets/logos/illy.svg	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/logos/illy.svg	(from https://worldhappiness.report/)
09:41:37	8458/8458	---M-Z	200	added ('OK')	image/svg+xml	etag:%22816634a9989ffe0dc4a2b978722d771e-ssl-df%22	https://worldhappiness.report/assets/logos/fondazione-ernesto-illy.svg	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/logos/fondazione-ernesto-illy.svg	(from https://worldhappiness.report/)
09:41:39	9543/9543	---M-Z	200	added ('OK')	application/javascript	etag:%22d1275ca0312ec7321127087aa74250b0-ssl-df%22	https://worldhappiness.report/assets/js/details-utils.js	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/js/details-utils.js	(from https://worldhappiness.report/)
09:41:41	11141/11141	---M--	200	added ('OK')	application/javascript	etag:%22920128a05f6ecf111e0920b419925cc1-ssl%22	https://worldhappiness.report/.netlify/scripts/rum	C:/My%20Web%20Sites/happysite/worldhappiness.report/.netlify/scripts/rum	(from https://worldhappiness.report/)
09:41:42	8768/8768	---M-Z	200	added ('OK')	application/javascript	etag:%2217a99efd96127a072d13070f57a5e17e-ssl-df%22	https://worldhappiness.report/assets/js/lite-youtube.js	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/js/lite-youtube.js	(from https://worldhappiness.report/about/)
09:41:45	33837/33837	---M-Z	200	added ('OK')	text/html	etag:%224bbb861d985fade52d043d4b2d3e90ec-ssl-df%22	https://worldhappiness.report/ed/2018/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2018/index.html	(from https://worldhappiness.report/faq/)
09:41:46	29954/29954	---MCZ	200	added ('OK')	text/html	etag:%224a797e7c7d117f2c8e2ddc68b6f2d2e2-ssl-df%22	https://worldhappiness.report/ed/2023/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2023/index.html	(from https://worldhappiness.report/archive/)
09:41:46	27389/27389	---MCZ	200	added ('OK')	text/html	etag:%22282227528d43959ba4e9d5c9bb16060c-ssl-df%22	https://worldhappiness.report/ed/2013/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2013/index.html	(from https://worldhappiness.report/faq/)
09:41:47	50879/50879	---MCZ	200	added ('OK')	text/html	etag:%228b307f7d73bf5d3683016ce0ec6543d3-ssl-df%22	https://worldhappiness.report/ed/2019/the-sad-state-of-happiness-in-the-united-states-and-the-role-of-digital-media/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2019/the-sad-state-of-happiness-in-the-united-states-and-the-role-of-digital-media/index.html	(from https://worldhappiness.report/faq/)
09:41:47	29368/29368	---MCZ	200	added ('OK')	text/html	etag:%22e05c829e289039bc9bc3cb9a4ce3af4e-ssl-df%22	https://worldhappiness.report/ed/2022/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2022/index.html	(from https://worldhappiness.report/archive/)
09:41:48	36732/36732	---M-Z	200	added ('OK')	text/html	etag:%22ac05f0d61dbcd0b8ec0eae1cc7ad5288-ssl-df%22	https://worldhappiness.report/ed/2021/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2021/index.html	(from https://worldhappiness.report/archive/)
09:41:49	36785/36785	---M-Z	200	added ('OK')	text/html	etag:%226f7befc0a5881d043b790a985278414a-ssl-df%22	https://worldhappiness.report/ed/2020/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2020/index.html	(from https://worldhappiness.report/archive/)
09:41:50	32738/32738	---MCZ	200	added ('OK')	text/html	etag:%2243e5802135ac9d2a13a2072b883c3461-ssl-df%22	https://worldhappiness.report/ed/2019/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2019/index.html	(from https://worldhappiness.report/archive/)
09:41:52	34804/34804	---M-Z	200	added ('OK')	text/html	etag:%22249aaf8200aabf1e66162f4b8f2ffd38-ssl-df%22	https://worldhappiness.report/ed/2017/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2017/index.html	(from https://worldhappiness.report/archive/)
09:41:54	32361/32361	---MCZ	200	added ('OK')	text/html	etag:%2225df4b317546915790da0e3c79c5c304-ssl-df%22	https://worldhappiness.report/ed/2015/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2015/index.html	(from https://worldhappiness.report/archive/)
09:41:55	30182/30182	---MCZ	200	added ('OK')	text/html	etag:%227eeb99dedf8392e33f3da262bf7a1285-ssl-df%22	https://worldhappiness.report/ed/2016/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2016/index.html	(from https://worldhappiness.report/archive/)
09:41:55	28255/28255	---MCZ	200	added ('OK')	text/html	etag:%22db46ee8fedf28158da77d325d3fd8630-ssl-df%22	https://worldhappiness.report/ed/2012/	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2012/index.html	(from https://worldhappiness.report/archive/)
09:41:57	28144/28144	---MCZ	200	added ('OK')	text/html	etag:%22470eecc6fc2278d5e121ab085cfc95fa-ssl-df%22	https://worldhappiness.report/news/happiest-countries-prove-resilient-despite-overlapping-crises/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/happiest-countries-prove-resilient-despite-overlapping-crises/index.html	(from https://worldhappiness.report/news/)
09:41:58	29526/29526	---MCZ	200	added ('OK')	text/html	etag:%22c3ba566eba766c1538a9a3d80c09f190-ssl-df%22	https://worldhappiness.report/news/upcoming-event-deepening-the-impact-of-esd-through-happiness-and-sel/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/upcoming-event-deepening-the-impact-of-esd-through-happiness-and-sel/index.html	(from https://worldhappiness.report/news/)
09:41:59	23671/23671	---MCZ	200	added ('OK')	text/html	etag:%22aeabd79b46a35a5ce1b83aeb9ef64244-ssl-df%22	https://worldhappiness.report/news/upcoming-webinars-continuing-the-conversation-on-happiness/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/upcoming-webinars-continuing-the-conversation-on-happiness/index.html	(from https://worldhappiness.report/news/)
09:42:00	143249/143249	---M--	200	added ('OK')	application/javascript	etag:%226465dd4a8331265e6629cd069e03504c%22	http://s3.amazonaws.com/downloads.mailchimp.com/js/mc-validate.js	C:/My%20Web%20Sites/happysite/s3.amazonaws.com/downloads.mailchimp.com/js/mc-validate.js	(from https://worldhappiness.report/subscribe/)
09:42:00	33732/33732	---M--	200	added ('OK')	image/webp	etag:%2263f12daa1a055c3cea81190876a76c16-ssl%22	https://worldhappiness.report/assets/images/2024/ch01/WHR_24_CH01_opener.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch01/WHR_24_CH01_opener.webp	(from https://worldhappiness.report/ed/2024/happiness-and-age-summary/)
09:42:00	8794/8794	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%222d9e248940f7a96257188609c17df3bd-ssl-df%22	https://worldhappiness.report/ed/2024	C:/My%20Web%20Sites/happysite/worldhappiness.report/ed/2024.14.delayed	(from https://worldhappiness.report/ed/2024/happiness-and-age-summary/)
09:42:02	28503/28503	---M-Z	200	added ('OK')	text/html	etag:%225d35134aeae15a48ab3f4e41f0c6ff9d-ssl-df%22	https://worldhappiness.report/news/amid-war-and-disease-world-happiness-report-shows-bright-spot/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/amid-war-and-disease-world-happiness-report-shows-bright-spot/index.html	(from https://worldhappiness.report/news/)
09:42:03	20785/20785	---MCZ	200	added ('OK')	text/html	etag:%229d54cba37b7e0a49c85b9d80e4c04f67-ssl-df%22	https://worldhappiness.report/news/lifeslices-the-search-for-happiness/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/lifeslices-the-search-for-happiness/index.html	(from https://worldhappiness.report/news/)
09:42:03	27638/27638	---MCZ	200	added ('OK')	text/html	etag:%22325897245b92cbac6a6527b7bc70136d-ssl-df%22	https://worldhappiness.report/news/media-round-up-on-the-world-happiness-report-2022/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/media-round-up-on-the-world-happiness-report-2022/index.html	(from https://worldhappiness.report/news/)
09:42:03	22423/22423	---MCZ	200	added ('OK')	text/html	etag:%2248c3e24ec77496ae51864619fcab96bb-ssl-df%22	https://worldhappiness.report/news/balance-harmony-and-happiness-a-discussion-of-the-world-happiness-report-2022/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/balance-harmony-and-happiness-a-discussion-of-the-world-happiness-report-2022/index.html	(from https://worldhappiness.report/news/)
09:42:06	26202/26202	---MCZ	200	added ('OK')	text/html	etag:%2206118da90e3b662705a4e8f1f81a3c7b-ssl-df%22	https://worldhappiness.report/news/video-series-deep-dive-into-the-2021-world-happiness-report/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/video-series-deep-dive-into-the-2021-world-happiness-report/index.html	(from https://worldhappiness.report/news/)
09:42:06	28938/28938	---MCZ	200	added ('OK')	text/html	etag:%22a1989a4be5c71afca4559684f991b963-ssl-df%22	https://worldhappiness.report/news/in-a-lamentable-year-finland-again-is-the-happiest-country-in-the-world/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/in-a-lamentable-year-finland-again-is-the-happiest-country-in-the-world/index.html	(from https://worldhappiness.report/news/)
09:42:07	25851/25851	---MCZ	200	added ('OK')	text/html	etag:%224770488ee34126d2b236ac2e37197592-ssl-df%22	https://worldhappiness.report/news/sustainability-makes-people-happier-research-finds/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/sustainability-makes-people-happier-research-finds/index.html	(from https://worldhappiness.report/news/)
09:42:07	49656/49656	---MCZ	200	added ('OK')	text/html	etag:%22b2432a12d8ca9af082000abc3a972ecc-ssl-df%22	https://worldhappiness.report/news/media-round-up-on-the-world-happiness-report-2021/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/media-round-up-on-the-world-happiness-report-2021/index.html	(from https://worldhappiness.report/news/)
09:42:08	27190/27190	---MCZ	200	added ('OK')	text/html	etag:%22e5e5e5e9fcc614f18454d173327998f5-ssl-df%22	https://worldhappiness.report/news/new-report-highlights-the-impact-of-covid-19-on-life-satisfaction-worldwide/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/new-report-highlights-the-impact-of-covid-19-on-life-satisfaction-worldwide/index.html	(from https://worldhappiness.report/news/)
09:42:10	21244/21244	---MCZ	200	added ('OK')	text/html	etag:%22a3b0508ace5ec9c831e83804a5616cdc-ssl-df%22	https://worldhappiness.report/news/when-to-release-the-lockdown-a-wellbeing-framework-for-analysing-costs-and-benefits/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/when-to-release-the-lockdown-a-wellbeing-framework-for-analysing-costs-and-benefits/index.html	(from https://worldhappiness.report/news/)
09:42:10	122210/122210	---M--	200	added ('OK')	image/webp	etag:%2222dc19304407ff69f4cad99c29b7b6bc-ssl%22	https://worldhappiness.report/assets/images/2024/ch02/WHR_24_CH02_opener.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch02/WHR_24_CH02_opener.webp	(from https://worldhappiness.report/ed/2024/happiness-of-the-younger-the-older-and-those-in-between/)
09:42:11	26134/26134	---MCZ	200	added ('OK')	text/html	etag:%22ba20f425cae2fd12797ea2595043357b-ssl-df%22	https://worldhappiness.report/news/media-round-up-on-the-world-happiness-report-2020/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/media-round-up-on-the-world-happiness-report-2020/index.html	(from https://worldhappiness.report/news/)
09:42:12	30186/30186	---MCZ	200	added ('OK')	text/html	etag:%22fa2a9493e45d2364978d135b35da0304-ssl-df%22	https://worldhappiness.report/news/navigating-happiness-amidst-covid-19-key-outcomes-from-world-happiness-report-webinar/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/navigating-happiness-amidst-covid-19-key-outcomes-from-world-happiness-report-webinar/index.html	(from https://worldhappiness.report/news/)
09:42:12	29835/29835	---MCZ	200	added ('OK')	text/html	etag:%226f2b3a4e087adcace7b6b8da9b84a4cb-ssl-df%22	https://worldhappiness.report/news/its-a-three-peat-finland-keeps-top-spot-as-happiest-country-in-world/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/its-a-three-peat-finland-keeps-top-spot-as-happiest-country-in-world/index.html	(from https://worldhappiness.report/news/)
09:42:13	21942/21942	---MCZ	200	added ('OK')	text/html	etag:%227b4df79f8258a1297fef79784ea040ce-ssl-df%22	https://worldhappiness.report/news/why-finland-and-denmark-are-happier-than-the-us/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/why-finland-and-denmark-are-happier-than-the-us/index.html	(from https://worldhappiness.report/news/)
09:42:13	27655/27655	---MCZ	200	added ('OK')	text/html	etag:%22c931844decbc1367619159310ca4fbcd-ssl-df%22	https://worldhappiness.report/news/media-round-up-on-the-2019-world-happiness-report/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/media-round-up-on-the-2019-world-happiness-report/index.html	(from https://worldhappiness.report/news/)
09:42:13	55012/55012	---M--	200	added ('OK')	image/webp	etag:%22ae136b340a53843737984ceef416148a-ssl%22	https://worldhappiness.report/assets/images/2024/ch02/WHR24_CH02_splash_01.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch02/WHR24_CH02_splash_01.webp	(from https://worldhappiness.report/ed/2024/happiness-of-the-younger-the-older-and-those-in-between/)
09:42:14	27688/27688	---MCZ	200	added ('OK')	text/html	etag:%227f70ea44888b8d650d36fd9191c0c489-ssl-df%22	https://worldhappiness.report/news/finland-again-is-the-happiest-country-in-the-world/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/finland-again-is-the-happiest-country-in-the-world/index.html	(from https://worldhappiness.report/news/)
09:42:14	21108/21108	---MCZ	200	added ('OK')	text/html	etag:%22d2988d838a8e7a0781db3d008b109be7-ssl-df%22	https://worldhappiness.report/news/gallup-launches-migration-research-center/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/gallup-launches-migration-research-center/index.html	(from https://worldhappiness.report/news/)
09:42:14	22468/22468	---MCZ	200	added ('OK')	text/html	etag:%22747c25770a1b1982b49032c1b14ce752-ssl-df%22	https://worldhappiness.report/news/empirical-linkages-between-good-governance-and-national-well-being-journal-of-comparative-economics/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/empirical-linkages-between-good-governance-and-national-well-being-journal-of-comparative-economics/index.html	(from https://worldhappiness.report/news/)
09:42:14	46986/46986	---M--	200	added ('OK')	image/webp	etag:%2251f8c2e4cf91f6768c3df8416d96d3d9-ssl%22	https://worldhappiness.report/assets/images/2024/ch02/WHR24_CH02_splash_02.webp	C:/My%20Web%20Sites/happysite/worldhappiness.report/assets/images/2024/ch02/WHR24_CH02_splash_02.webp	(from https://worldhappiness.report/ed/2024/happiness-of-the-younger-the-older-and-those-in-between/)
09:42:14	20844/20844	---MCZ	200	added ('OK')	text/html	etag:%22408f6d651d4c51be5adcb5af67a81aa5-ssl-df%22	https://worldhappiness.report/news/how-to-be-happy-freakonomics-radio/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/how-to-be-happy-freakonomics-radio/index.html	(from https://worldhappiness.report/news/)
09:42:15	22811/22811	---MCZ	200	added ('OK')	text/html	etag:%22528ea422b7bb4f9eb7c4b5c09dab798d-ssl-df%22	https://worldhappiness.report/news/media-round-up-on-the-2018-world-happiness-report/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/media-round-up-on-the-2018-world-happiness-report/index.html	(from https://worldhappiness.report/news/)
09:42:15	25052/25052	---MCZ	200	added ('OK')	text/html	etag:%2222ab741d8c388712bc57db1d32fe7532-ssl-df%22	https://worldhappiness.report/news/finland-wins-double-gold-in-world-happiness-report-2018/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/finland-wins-double-gold-in-world-happiness-report-2018/index.html	(from https://worldhappiness.report/news/)
09:42:15	24249/24249	---MCZ	200	added ('OK')	text/html	etag:%22c0a6c2ceecb1b1679c2fa2a62698388b-ssl-df%22	https://worldhappiness.report/news/coffee-and-happiness-the-virtuous-circle-we-want-and-need-to-nurture/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/coffee-and-happiness-the-virtuous-circle-we-want-and-need-to-nurture/index.html	(from https://worldhappiness.report/news/)
09:42:16	84405/84405	---M--	200	added ('OK')	image/png	etag:%224e31b6de67c5c804a18a6cd94fd16a14%22	https://public.tableau.com/static/images/20/2024Draft/Figure2_1/1_rss.png	C:/My%20Web%20Sites/happysite/public.tableau.com/static/images/20/2024Draft/Figure2_1/1_rss.png	(from https://worldhappiness.report/ed/2024/happiness-of-the-younger-the-older-and-those-in-between/)
09:42:16	24238/24238	---MCZ	200	added ('OK')	text/html	etag:%22ceadb097396ed443b4135586b23439e2-ssl-df%22	https://worldhappiness.report/news/global-happiness-policy-report-released/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/global-happiness-policy-report-released/index.html	(from https://worldhappiness.report/news/)
09:42:16	25038/25038	---MCZ	200	added ('OK')	text/html	etag:%22f3ed7cb78852e461ed0ce366df599f51-ssl-df%22	https://worldhappiness.report/news/explore-the-2017-world-happiness-report-data-via-tableau/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/explore-the-2017-world-happiness-report-data-via-tableau/index.html	(from https://worldhappiness.report/news/)
09:42:17	25600/25600	---MCZ	200	added ('OK')	text/html	etag:%228b3e6ef5a6911c9daccc813234d10562-ssl-df%22	https://worldhappiness.report/news/media-roundup-on-2017-world-happiness-report/	C:/My%20Web%20Sites/happysite/worldhappiness.report/news/media-roundup-on-2017-world-happiness-report/index.html	(from https://worldhappiness.report/news/)
